#ID	x0	y0		x1	y1
937	610 -1156 		610 -1056 
938	1220 -100 		1306 -50 
939	1306 -50 		1220 0 
940	696 1006 		696 1106 
941	696 1106 		610 1056 
942	-523 1106 		-610 1156 
943	-610 1156 		-610 1056 
944	-1220 100 		-1306 50 
945	-1306 50 		-1220 0 
946	-696 -1006 		-696 -1106 
947	-696 -1106 		-610 -1056 
948	610 -1056 		696 -1106 
949	696 -1106 		696 -1006 
950	1220 0 		1306 50 
951	1306 50 		1220 100 
952	610 1056 		610 1156 
953	610 1156 		523 1106 
954	-610 1056 		-696 1106 
955	-696 1106 		-696 1006 
956	-1220 0 		-1306 -50 
957	-1306 -50 		-1220 -100 
958	-610 -1056 		-610 -1156 
959	-610 -1156 		-523 -1106 
960	610 -1156 		696 -1106 
961	1306 -50 		1306 50 
962	696 1106 		610 1156 
963	-610 1156 		-696 1106 
964	-1306 50 		-1306 -50 
965	-696 -1106 		-610 -1156 
966	337 -1429 		423 -1479 
967	423 -1479 		523 -1479 
968	523 -1479 		610 -1429 
969	610 -1429 		660 -1343 
970	660 -1343 		660 -1243 
971	660 -1243 		610 -1156 
972	1406 -423 		1493 -373 
973	1493 -373 		1543 -287 
974	1543 -287 		1543 -187 
975	1543 -187 		1493 -100 
976	1493 -100 		1406 -50 
977	1406 -50 		1306 -50 
978	1070 1006 		1070 1106 
979	1070 1106 		1020 1193 
980	1020 1193 		933 1243 
981	933 1243 		833 1243 
982	833 1243 		746 1193 
983	746 1193 		696 1106 
984	-337 1429 		-423 1479 
985	-423 1479 		-523 1479 
986	-523 1479 		-610 1429 
987	-610 1429 		-660 1343 
988	-660 1343 		-660 1243 
989	-660 1243 		-610 1156 
990	-1406 423 		-1493 373 
991	-1493 373 		-1543 287 
992	-1543 287 		-1543 187 
993	-1543 187 		-1493 100 
994	-1493 100 		-1406 50 
995	-1406 50 		-1306 50 
996	-1070 -1006 		-1070 -1106 
997	-1070 -1106 		-1020 -1193 
998	-1020 -1193 		-933 -1243 
999	-933 -1243 		-833 -1243 
1000	-833 -1243 		-746 -1193 
1001	-746 -1193 		-696 -1106 
1002	696 -1106 		746 -1193 
1003	746 -1193 		833 -1243 
1004	833 -1243 		933 -1243 
1005	933 -1243 		1020 -1193 
1006	1020 -1193 		1070 -1106 
1007	1070 -1106 		1070 -1006 
1008	1306 50 		1406 50 
1009	1406 50 		1493 100 
1010	1493 100 		1543 187 
1011	1543 187 		1543 287 
1012	1543 287 		1493 373 
1013	1493 373 		1406 423 
1014	610 1156 		660 1243 
1015	660 1243 		660 1343 
1016	660 1343 		610 1429 
1017	610 1429 		523 1479 
1018	523 1479 		423 1479 
1019	423 1479 		337 1429 
1020	-696 1106 		-746 1193 
1021	-746 1193 		-833 1243 
1022	-833 1243 		-933 1243 
1023	-933 1243 		-1020 1193 
1024	-1020 1193 		-1070 1106 
1025	-1070 1106 		-1070 1006 
1026	-1306 -50 		-1406 -50 
1027	-1406 -50 		-1493 -100 
1028	-1493 -100 		-1543 -187 
1029	-1543 -187 		-1543 -287 
1030	-1543 -287 		-1493 -373 
1031	-1493 -373 		-1406 -423 
1032	-610 -1156 		-660 -1243 
1033	-660 -1243 		-660 -1343 
1034	-660 -1343 		-610 -1429 
1035	-610 -1429 		-523 -1479 
1036	-523 -1479 		-423 -1479 
1037	-423 -1479 		-337 -1429 
1038	660 -1243 		746 -1193 
1039	1406 -50 		1406 50 
1040	746 1193 		660 1243 
1041	-660 1243 		-746 1193 
1042	-1406 50 		-1406 -50 
1043	-746 -1193 		-660 -1243 
